instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
3764,,2,0,6,17,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7727,0.52,0.2239,63,454,517,Clear,"Clear, Few clouds, Partly cloudy"
3765,,2,0,6,18,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7727,0.59,0.2239,96,367,463,Clear,"Clear, Few clouds, Partly cloudy"
3766,,2,0,6,19,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.78,0.7424,0.59,0.194,61,245,306,Clear,"Clear, Few clouds, Partly cloudy"
3767,,2,0,6,20,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.62,0.1045,53,197,250,Clear,"Clear, Few clouds, Partly cloudy"
3768,,2,0,6,21,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7273,0.66,0.1343,55,163,218,Clear,"Clear, Few clouds, Partly cloudy"
3769,,2,0,6,22,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.74,0.2537,40,145,185,Clear,"Clear, Few clouds, Partly cloudy"
3770,,2,0,6,23,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.697,0.74,0.1642,36,110,146,Clear,"Clear, Few clouds, Partly cloudy"
3771,,2,0,6,0,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.1343,28,89,117,Clear,"Clear, Few clouds, Partly cloudy"
3772,,2,0,6,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.0896,10,67,77,Clear,"Clear, Few clouds, Partly cloudy"
3773,,2,0,6,2,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.79,0.1045,10,50,60,Clear,"Clear, Few clouds, Partly cloudy"
3774,,2,0,6,3,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.83,0.0896,10,18,28,Clear,"Clear, Few clouds, Partly cloudy"
3775,,2,0,6,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.79,0.0896,4,9,13,Clear,"Clear, Few clouds, Partly cloudy"
3776,,2,0,6,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.74,0.1343,4,12,16,Clear,"Clear, Few clouds, Partly cloudy"
3777,,2,0,6,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.61,0.1343,9,31,40,Clear,"Clear, Few clouds, Partly cloudy"
3778,,2,0,6,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6667,0.58,0.194,18,50,68,Clear,"Clear, Few clouds, Partly cloudy"
3779,,2,0,6,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.58,0.194,32,111,143,Clear,"Clear, Few clouds, Partly cloudy"
3780,,2,0,6,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.62,0.1343,59,171,230,Clear,"Clear, Few clouds, Partly cloudy"
3781,,2,0,6,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6818,0.58,0.1642,91,173,264,Clear,"Clear, Few clouds, Partly cloudy"
3782,,2,0,6,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.62,0.1343,110,215,325,Clear,"Clear, Few clouds, Partly cloudy"
3783,,2,0,6,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7576,0.55,0.2239,112,235,347,Clear,"Clear, Few clouds, Partly cloudy"
3784,,2,0,6,13,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7576,0.55,0.194,150,237,387,Clear,"Clear, Few clouds, Partly cloudy"
3785,,2,0,6,14,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7727,0.49,0.1045,148,232,380,Clear,"Clear, Few clouds, Partly cloudy"
3786,,2,0,6,15,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7727,0.49,0.1045,142,232,374,Clear,"Clear, Few clouds, Partly cloudy"
3787,,2,0,6,16,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.8,0.7273,0.46,0.194,169,225,394,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3788,,2,0,6,17,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.74,0.6818,0.58,0.1642,147,190,337,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3789,,2,0,6,18,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.1343,131,155,286,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3790,,2,0,6,19,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6515,0.65,0.194,97,167,264,Clear,"Clear, Few clouds, Partly cloudy"
3791,,2,0,6,20,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.74,0.2537,95,180,275,Clear,"Clear, Few clouds, Partly cloudy"
3792,,2,0,6,21,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.74,0.2239,76,144,220,Clear,"Clear, Few clouds, Partly cloudy"
3793,,2,0,6,22,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.78,0.2239,53,137,190,Clear,"Clear, Few clouds, Partly cloudy"
3794,,2,0,6,23,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.74,0.1045,24,107,131,Clear,"Clear, Few clouds, Partly cloudy"
3795,,2,0,6,0,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.78,0.2239,19,100,119,Clear,"Clear, Few clouds, Partly cloudy"
3796,,2,0,6,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.83,0.1045,19,74,93,Clear,"Clear, Few clouds, Partly cloudy"
3797,,2,0,6,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.89,0.2537,9,57,66,Clear,"Clear, Few clouds, Partly cloudy"
3798,,2,0,6,3,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.89,0.2836,8,20,28,Clear,"Clear, Few clouds, Partly cloudy"
3799,,2,0,6,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5606,0.88,0.1642,8,6,14,Clear,"Clear, Few clouds, Partly cloudy"
3800,,2,0,6,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5606,0.88,0.2239,5,5,10,Clear,"Clear, Few clouds, Partly cloudy"
3801,,2,0,6,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5606,0.88,0.1045,5,9,14,Clear,"Clear, Few clouds, Partly cloudy"
3802,,2,0,6,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.1045,7,27,34,Clear,"Clear, Few clouds, Partly cloudy"
3803,,2,0,6,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.0,28,64,92,Clear,"Clear, Few clouds, Partly cloudy"
3804,,2,0,6,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6818,0.66,0.0,75,107,182,Clear,"Clear, Few clouds, Partly cloudy"
3805,,2,0,6,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.7121,0.58,0.0896,120,191,311,Clear,"Clear, Few clouds, Partly cloudy"
3806,,2,0,6,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.78,0.7273,0.55,0.1045,131,236,367,Clear,"Clear, Few clouds, Partly cloudy"
3807,,2,0,6,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7576,0.46,0.0,176,244,420,Clear,"Clear, Few clouds, Partly cloudy"
3808,,2,0,6,13,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.78,0.7424,0.59,0.2836,109,264,373,Clear,"Clear, Few clouds, Partly cloudy"
3809,,2,0,6,14,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.82,0.7879,0.56,0.2537,96,219,315,Clear,"Clear, Few clouds, Partly cloudy"
3810,,2,0,6,15,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8,0.7727,0.59,0.2985,142,218,360,Clear,"Clear, Few clouds, Partly cloudy"
3811,,2,0,6,16,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.68,0.6364,0.83,0.2836,115,235,350,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
3812,,2,0,6,17,0,0,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.68,0.6364,0.83,0.2836,94,158,252,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
3813,,2,0,6,18,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.1642,69,187,256,Clear,"Clear, Few clouds, Partly cloudy"
3814,,2,0,6,19,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6667,0.74,0.1045,67,156,223,Clear,"Clear, Few clouds, Partly cloudy"
3815,,2,0,6,20,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.83,0.1642,62,144,206,Clear,"Clear, Few clouds, Partly cloudy"
3816,,2,0,6,21,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6061,0.83,0.1045,39,101,140,Clear,"Clear, Few clouds, Partly cloudy"
3817,,2,0,6,22,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5758,0.83,0.1343,31,97,128,Clear,"Clear, Few clouds, Partly cloudy"
3818,,2,0,6,23,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.194,33,74,107,Clear,"Clear, Few clouds, Partly cloudy"
3819,,2,0,6,0,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.5909,0.78,0.1343,8,20,28,Clear,"Clear, Few clouds, Partly cloudy"
3820,,2,0,6,1,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6061,0.73,0.2239,6,10,16,Clear,"Clear, Few clouds, Partly cloudy"
3821,,2,0,6,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.5909,0.73,0.2836,2,8,10,Clear,"Clear, Few clouds, Partly cloudy"
3822,,2,0,6,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6061,0.6,0.4925,1,6,7,Clear,"Clear, Few clouds, Partly cloudy"
3823,,2,0,6,4,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.2985,1,3,4,Clear,"Clear, Few clouds, Partly cloudy"
3824,,2,0,6,5,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.3881,2,27,29,Clear,"Clear, Few clouds, Partly cloudy"
3825,,2,0,6,6,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.4179,7,98,105,Clear,"Clear, Few clouds, Partly cloudy"
3826,,2,0,6,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.3582,26,302,328,Clear,"Clear, Few clouds, Partly cloudy"
3827,,2,0,6,8,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.49,0.4478,44,432,476,Clear,"Clear, Few clouds, Partly cloudy"
3828,,2,0,6,9,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.3582,35,189,224,Clear,"Clear, Few clouds, Partly cloudy"
3829,,2,0,6,10,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.3284,38,80,118,Clear,"Clear, Few clouds, Partly cloudy"
3830,,2,0,6,11,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.41,0.2985,53,106,159,Clear,"Clear, Few clouds, Partly cloudy"
3831,,2,0,6,12,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.41,0.2836,35,161,196,Clear,"Clear, Few clouds, Partly cloudy"
3832,,2,0,6,13,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.37,0.0,53,174,227,Clear,"Clear, Few clouds, Partly cloudy"
3833,,2,0,6,14,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.34,0.2537,55,145,200,Clear,"Clear, Few clouds, Partly cloudy"
3834,,2,0,6,15,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.37,0.4478,58,127,185,Clear,"Clear, Few clouds, Partly cloudy"
3835,,2,0,6,16,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.37,0.4179,64,262,326,Clear,"Clear, Few clouds, Partly cloudy"
3836,,2,0,6,17,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.39,0.3284,72,529,601,Clear,"Clear, Few clouds, Partly cloudy"
3837,,2,0,6,18,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.37,0.3582,76,510,586,Clear,"Clear, Few clouds, Partly cloudy"
3838,,2,0,6,19,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.39,0.2836,75,348,423,Clear,"Clear, Few clouds, Partly cloudy"
3839,,2,0,6,20,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.44,0.2537,78,253,331,Clear,"Clear, Few clouds, Partly cloudy"
3840,,2,0,6,21,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.2537,40,178,218,Clear,"Clear, Few clouds, Partly cloudy"
3841,,2,0,6,22,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.2239,20,114,134,Clear,"Clear, Few clouds, Partly cloudy"
3842,,2,0,6,23,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.194,14,75,89,Clear,"Clear, Few clouds, Partly cloudy"
3843,,2,0,6,0,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.49,0.194,13,18,31,Clear,"Clear, Few clouds, Partly cloudy"
3844,,2,0,6,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.49,0.2537,3,10,13,Clear,"Clear, Few clouds, Partly cloudy"
3845,,2,0,6,2,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.49,0.2836,2,8,10,Clear,"Clear, Few clouds, Partly cloudy"
3846,,2,0,6,3,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.53,0.3284,1,1,2,Clear,"Clear, Few clouds, Partly cloudy"
3847,,2,0,6,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.6,0.2537,0,3,3,Clear,"Clear, Few clouds, Partly cloudy"
3848,,2,0,6,5,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.56,0.3284,3,23,26,Clear,"Clear, Few clouds, Partly cloudy"
3849,,2,0,6,6,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.56,0.2985,6,107,113,Clear,"Clear, Few clouds, Partly cloudy"
3850,,2,0,6,7,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.52,0.4179,19,346,365,Clear,"Clear, Few clouds, Partly cloudy"
3851,,2,0,6,8,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.49,0.3881,45,441,486,Clear,"Clear, Few clouds, Partly cloudy"
3852,,2,0,6,9,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.194,19,174,193,Clear,"Clear, Few clouds, Partly cloudy"
3853,,2,0,6,10,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.2239,33,97,130,Clear,"Clear, Few clouds, Partly cloudy"
3854,,2,0,6,11,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.2836,40,103,143,Clear,"Clear, Few clouds, Partly cloudy"
3855,,2,0,6,12,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.41,0.3582,30,139,169,Clear,"Clear, Few clouds, Partly cloudy"
3856,,2,0,6,13,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.44,0.2239,33,176,209,Clear,"Clear, Few clouds, Partly cloudy"
3857,,2,0,6,14,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.6212,0.47,0.194,41,118,159,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3858,,2,0,6,15,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.1642,42,136,178,Clear,"Clear, Few clouds, Partly cloudy"
3859,,2,0,6,16,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.41,0.194,51,279,330,Clear,"Clear, Few clouds, Partly cloudy"
3860,,2,0,6,17,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.6212,0.5,0.2836,85,484,569,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
3861,,2,0,6,18,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.51,0.3284,65,473,538,Clear,"Clear, Few clouds, Partly cloudy"
3862,,2,0,6,19,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.5,0.3582,51,335,386,Clear,"Clear, Few clouds, Partly cloudy"
3863,,2,0,6,20,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.1642,60,237,297,Clear,"Clear, Few clouds, Partly cloudy"
3864,,2,0,6,21,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.2985,37,206,243,Clear,"Clear, Few clouds, Partly cloudy"
3865,,2,0,6,22,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.6,0.2239,29,159,188,Clear,"Clear, Few clouds, Partly cloudy"
3866,,2,0,6,23,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.68,0.2239,19,91,110,Clear,"Clear, Few clouds, Partly cloudy"
3867,,2,0,6,0,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.3582,8,44,52,Clear,"Clear, Few clouds, Partly cloudy"
3868,,2,0,6,1,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.64,0.2836,0,14,14,Clear,"Clear, Few clouds, Partly cloudy"
3869,,2,0,6,2,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.63,0.2239,0,9,9,Clear,"Clear, Few clouds, Partly cloudy"
3870,,2,0,6,3,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.68,0.2537,0,1,1,Clear,"Clear, Few clouds, Partly cloudy"
3871,,2,0,6,4,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.2836,0,4,4,Clear,"Clear, Few clouds, Partly cloudy"
3872,,2,0,6,5,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.67,0.2836,1,20,21,Clear,"Clear, Few clouds, Partly cloudy"
3873,,2,0,6,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.63,0.2537,11,110,121,Clear,"Clear, Few clouds, Partly cloudy"
3874,,2,0,6,7,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.6,0.1343,22,348,370,Clear,"Clear, Few clouds, Partly cloudy"
3875,,2,0,6,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.53,0.1343,53,445,498,Clear,"Clear, Few clouds, Partly cloudy"
3876,,2,0,6,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.49,0.0,22,185,207,Clear,"Clear, Few clouds, Partly cloudy"
3877,,2,0,6,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.1642,27,108,135,Clear,"Clear, Few clouds, Partly cloudy"
3878,,2,0,6,11,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.68,0.6364,0.36,0.0,49,115,164,Clear,"Clear, Few clouds, Partly cloudy"
3879,,2,0,6,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.34,0.2239,33,178,211,Clear,"Clear, Few clouds, Partly cloudy"
3880,,2,0,6,13,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.28,0.2836,43,146,189,Clear,"Clear, Few clouds, Partly cloudy"
3881,,2,0,6,14,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.28,0.0,50,128,178,Clear,"Clear, Few clouds, Partly cloudy"
3882,,2,0,6,15,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.6667,0.27,0.0,33,131,164,Clear,"Clear, Few clouds, Partly cloudy"
3883,,2,0,6,16,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.76,0.6667,0.27,0.1343,47,265,312,Clear,"Clear, Few clouds, Partly cloudy"
3884,,2,0,6,17,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.74,0.6515,0.28,0.1045,83,555,638,Clear,"Clear, Few clouds, Partly cloudy"
3885,,2,0,6,18,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6515,0.32,0.1343,80,527,607,Clear,"Clear, Few clouds, Partly cloudy"
3886,,2,0,6,19,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7,0.6364,0.37,0.2836,54,362,416,Clear,"Clear, Few clouds, Partly cloudy"
3887,,2,0,6,20,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.66,0.6212,0.44,0.1642,57,273,330,Clear,"Clear, Few clouds, Partly cloudy"
3888,,2,0,6,21,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.47,0.2239,48,209,257,Clear,"Clear, Few clouds, Partly cloudy"
3889,,2,0,6,22,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.5,0.1045,31,144,175,Clear,"Clear, Few clouds, Partly cloudy"
3890,,2,0,6,23,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.53,0.0,17,90,107,Clear,"Clear, Few clouds, Partly cloudy"
3891,,2,0,6,0,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.1045,9,38,47,Clear,"Clear, Few clouds, Partly cloudy"
3892,,2,0,6,1,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.6,0.0,4,13,17,Clear,"Clear, Few clouds, Partly cloudy"
3893,,2,0,6,2,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.56,0.0896,1,4,5,Clear,"Clear, Few clouds, Partly cloudy"
3894,,2,0,6,3,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.73,0.0896,0,4,4,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3895,,2,0,6,4,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.68,0.1045,0,6,6,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3896,,2,0,6,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6061,0.64,0.194,7,18,25,Clear,"Clear, Few clouds, Partly cloudy"
3897,,2,0,6,6,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.73,0.1642,8,104,112,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
3898,,2,0,6,7,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.56,0.5303,0.78,0.1642,16,172,188,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
3899,,2,0,6,8,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5909,0.69,0.1343,24,364,388,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3900,,2,0,6,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.6061,0.65,0.194,29,232,261,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3901,,2,0,6,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6212,0.61,0.2537,18,103,121,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3902,,2,0,6,11,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.68,0.6364,0.61,0.2985,33,117,150,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3903,,2,0,6,12,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.72,0.6667,0.54,0.3881,41,165,206,Clear,"Clear, Few clouds, Partly cloudy"
3904,,2,0,6,13,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.54,0.2537,37,114,151,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3905,,2,0,6,14,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.54,0.3284,39,114,153,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
3906,,2,0,6,15,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6515,0.61,0.2985,32,127,159,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
